"Region","Hazard.Event","Quarter","Year","Duration","Fatalities","Injuries","Property.Damage","Census2021","Census2020","Census2019","Percent.over18","Percent.age.65.over","HousingUnits","Owner-OccupiedHU","MedianValue.Owner-OccupiedHU","Median.Monthly.Homeowner.Housing.Costs","Median.Rent","Building.Permits2021","LaborForce","AccoFSSales","HCSASales2017","TWSales2017","RetailSales2017","RetailSales2017PC","HH2016-2020","PersonsPHH2016-2020","MedianHHIncome","PriorYear.PCIncome","Poverty","Num.Employers","Total.Employment2020","Total.Annual.Payroll","Population.hectare","Land.hectares","GDP2020","GDP2019","Temp.HousingCost.Disaster","PropertyLevel1","PropertyLevel2","PropertyLevel3","PropertyLevel4","PropertyLevel5","PropertyLevel6","PropertyLevel7","PropertyLevel8","PropertyLevel9","PropertyLevel10","PropertyLevel11","PropertyLevel12","PropertyLevel13","Hazard.Cluster"
"5","Coastal",1,1983,1,0,0,157926,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Coastal"
"2","Flooding",1,1983,1,0,0,550544,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"FH"
"4","Severe Weather",3,1983,1,0,12,799971,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"6","Severe Weather",3,1983,1,0,0,18847,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",3,1983,1,0,0,16870,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",3,1983,1,0,0,16648,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",3,1983,1,0,0,18113,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",3,1983,1,0,0,16123,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",3,1983,1,0,0,16069,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Severe Weather",3,1983,1,0,0,21192,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"4","Severe Weather",3,1983,1,0,0,21036,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",3,1983,1,0,0,24595,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",3,1983,1,0,0,24047,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"6","Severe Weather",4,1983,2,0,0,29919,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",4,1983,2,0,0,30763,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"4","Severe Weather",4,1983,2,0,0,29016,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",4,1983,2,0,0,28011,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",4,1983,2,0,0,30772,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"6","Flooding",4,1983,1,0,0,21126,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"FH"
"1","Flooding",4,1983,1,0,0,21953,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"4","Flooding",4,1983,1,0,0,18572,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"FH"
"3","Flooding",4,1983,1,0,0,21396,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"FH"
"5","Flooding",4,1983,1,0,0,20876,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"FH"
"6","Severe Weather",4,1983,1,7,0,187458,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",4,1983,1,6,0,169332,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",4,1983,1,6,0,156720,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",4,1983,1,7,0,185028,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",4,1983,1,7,0,183426,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",4,1983,1,7,0,185321,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"4","Severe Weather",4,1983,1,0,0,45067,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",4,1983,1,0,0,44948,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",4,1983,1,0,0,46885,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"6","Severe Weather",4,1983,2,1,0,18892,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",4,1983,2,2,0,17235,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",4,1983,2,1,0,18935,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
"4","Severe Weather",4,1983,2,0,0,15980,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",4,1983,2,2,0,17307,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"5","Severe Weather",4,1983,2,3,0,15678,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"1","Severe Weather",2,1989,1,0,0,802031,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",2,1989,1,0,0,8027452,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"6","Severe Weather",2,1989,1,0,0,42083,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",2,1989,1,0,0,45069,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"5","Severe Weather",2,1989,1,0,0,754079,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"Severe Weather"
"4","Severe Weather",2,1989,1,0,0,751543,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"1","Severe Weather",2,1989,1,0,0,864013,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",2,1989,1,0,0,743696,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"4","Severe Weather",2,1989,1,0,12,7997334,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"4","Severe Weather",2,1989,1,0,0,797989,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"Severe Weather"
"3","Severe Weather",2,1989,1,11,0,76993164,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"Severe Weather"
"1","Severe Weather",3,1989,1,0,0,825175,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Hurricane",3,1989,1,0,0,7877651400,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"FH"
"2","Hurricane",3,1989,1,0,0,743300280,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"FH"
"4","Hurricane",3,1989,1,13,260,533869996,995544,1010676,1110012,0.781,0.209,496548,333680,121135,1474,923,1080,0.549,2774258,6658061,2234577,16147988,15350,403548,2.5,48615,28186,0.191,18924,284904,14470878,0.29,3438613,45815957,46354925,1639,0.1882,0.1888,0.1578,0.1726,0.0876,0.0337,0.1013,0.0291,0.0183,0.0108,0.0026,0.006,0.0032,"FH"
"5","Hurricane",3,1989,1,11,3831,3086384400,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"FH"
"3","Hurricane",3,1989,1,11,358,426463185,5019684,4993764,4614048,0.785,0.137,2212536,1323096,221267,1731,1318,39156,0.627,17508375,70145543,3929251,86911348,17558,1865736,2.47,71916,40937,0.16,110220,1941528,116972082,2.12,2353615,417708522,414066160,1925,0.0356,0.0623,0.1123,0.2161,0.1053,0.0761,0.1894,0.1008,0.0434,0.0426,0.0087,0.0036,0.0038,"FH"
"5","Flooding",4,1990,2,0,0,821846,1257096,1266672,1289472,0.76,0.172,566592,365451,158255,1438,1068,4656,0.557,2611585,9541905,2307892,17600539,13758,500448,2.5,61518,32418,0.205,21132,388428,20694659,0.61,2067059,69643447,68360180,1599,0.0996,0.1397,0.1891,0.1867,0.1192,0.0679,0.126,0.0419,0.0139,0.009,0.0018,3e-04,0.0049,"FH"
"1","Tornado",1,1990,1,0,0,792996,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"TDH"
"1","Flooding",1,1990,1,0,0,740209,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"FH"
"1","Severe Weather",2,1990,1,0,46,761847,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"1","Severe Weather",3,1990,1,0,0,840473,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"6","Severe Weather",1,1970,2,0,0,1605,313836,307884,323820,0.827,0.2,135480,102693,175164,1486,882,2328,0.51,151132,697773,0,2241932,6959,110052,2.65,69340,35948,0.168,3888,65676,2989576,0.19,1556199,9845914,9766147,1653,0.0759,0.1579,0.1336,0.1605,0.1025,0.0582,0.1702,0.0801,0.0305,0.0158,0.0108,0,0.004,"Severe Weather"
"1","Severe Weather",1,1970,2,23,0,1690,6406008,6306408,5414700,0.772,0.165,2791896,1904073,260765,1726,1260,95568,0.648,22342094,51556220,13500228,120644546,19811,2376180,2.55,82459,45482,0.121,170172,2990424,186551503,2.58,2442659,531771287,534828123,1920,0.043,0.0459,0.0695,0.1604,0.1078,0.0818,0.2292,0.1151,0.0528,0.0573,0.0199,0.0113,0.006,"Severe Weather"
"2","Severe Weather",1,1970,2,0,0,1835,4386948,4212348,3231492,0.827,0.261,2523732,1862514,248083,1644,1287,83640,0.553,36406400,26864638,2862506,104661514,26171,1634628,2.49,68123,38381,0.128,113688,1412112,60187999,1.19,3522311,222153795,223457321,1829,0.0633,0.0537,0.0693,0.1531,0.112,0.0947,0.2444,0.1126,0.0486,0.031,0.008,0.0056,0.0037,"Severe Weather"
